clean_tweet,label
ለዛ ነዉ 17 ሴት ተማሪዎች አሳግተህ ባልሰማ ዝም ያልከዉ? ለነገሩ ደቡብ አፍሪካ ስለነበርክ አይሰማ ይሆናል,0
ማንኛውም ህዝብ ከፍ ባሉ አደረጃጀቶች ላይ የሚኖረውን ውክልና ማወቅ አለበት,1
"ባለፉት 6 ወራት ከአዲስ አበባ-አዳማ ፈጣን መንገድ ከ192 ሚሊዮን በላይ ብር ገቢ ተገኘ።
በዳንኤል መላኩ
 
ጥር 6 ቀን 2012 ዓ.ም",1
ከእንግዲህ የቀረን አንድ ነገር ነው። እሱም በኢትዮጵያዊነት ላይ ይቅር የማይባል ወንጀል ሰርቶ መቀሌ ተደብቆ ኢትዮጵያን እያመሰ ያለውን ወያኔን በተባበረ እጃችን ወደ አይቀሬው መቃብሩ መቅበር እና ታላቁን የትግራይን ህዝብ ነጻ ማውጣት ነው።,0
ከዩንቨርስቲዎቻችን ጋር የጀመርናቸው ዎርክሾፖችና ዌብናሮችን ተባብረን ብናጠናክራቸው ተጨባጭ ውጤት በእምርታ እንቀዳጃለን፡፡,1
"የፍትህ ስርዓቱ የማይረባ መሆኑን አንዱ ማያሳ ይኸዉ በሰሞኑ ""ተከበብኩ ተበላሁ"" ብሎ 86 ንፁሀን ዜግችን ላስጨፈጨፈ አረመኔ ፍርድ ቤት እንደማቅረብ ጭራሽ ለምርጫ ሊወዳደር ሲሞክር ስታይ በጣም ትፈራለህ።",0
ያንች ነፃነት በአማራ ህዝብ ነው ወሬኛ,0
ተራ ስዎች :: ዋ!,0
": ቅዱስ ጊዮርጊስ እና የኢትዮጵያ ቡና የእግር ኳስ ክለቦች  ፣  የምንወዳችሁ የከተማችን ክለቦች ናችሁ። 
በእግር ኳስ ውስጥ ጠንካራ ሆናችሁ እንድትቀጥሉ እንፈልጋለን።",1
&gt;&gt;&gt; የዜግነት ክብር በኢትዮጵይችን.....,1
ኤልያስን የወሰደብንስ አመት እንኳን ሄደ ።,0
ሌባ እኮ ሰረቁ አይልም ሲገረፍ ነው እንደሰረቀ የሚናገረው ቤተሰብ እሄ ጠፍቶሽ ነው እንዴ  አብይ ዲሞክራሲ ባይል ኑሮ ቢገርፉት እንደ ሰረቀ ይናገር ነበር ለማንኛውም ያንተ ጉልበት ከፌስቡክ እና ቲውተር ፖስት አያልፍም አከተመ።,0
"ይሄን እንተርቪው ዛሬ በእሥራት ሚዲያ  እስከማይ ድረስ እስክንድር በ""ባለጊፈሬው"" ኦብሳ ፍርሃት መንበጭበጩን አላውቅም ነበር",1
እሺ ደርሶብሽ እይው ሌላ ምን እላለሁ እኔ😂,0
እንደተበላሽች ነው የሚነግርዎት ታዲያ እርሶ የሚመሯት ሃገር የአለም አንዱ ክፍል መሆኗ ብቻ ሳይሆን የስለጠነ አገር ተቀምጦ በየመንገዱ ለመጋደል የሚግደረደር ዜጋ ስለሚመሩ ፈተናው በጣም ከባድ ነው የሚሆንቦ ቲሌቪዢን አይቶ የማያውቀውን ምስኪን ህዝ,0
ባክሽ የቡና ሻጭ ወሬ ነው,0
"ትምህርቴን አጠናቅቄ ጥሩ ደረጃ እደርሳለሁ በሚል የነገ ተስፋ ሰንቆ ዩኒቨርሲቲ የገባ ተማሪ  ድንገት ተጠልፎ ራሱን ጫካ ውስጥ ሲያገኘው የሚሰማውን ስሜት ጠቅላይ ሚኒስትሩ ጨካኝ ነውና sense አያደርገውም። So sad!
BringBackOur Amhara Students.",0
የአባይ ተፋሰስ ልማት ጽህፈት ቤት ለተፈጥሮ ሃብት ጥበቃ ትኩረት ሰጥቶ እየሰራ መሆኑን  ቋሚ ኮሚቴው ገለጸ,1
አቶ ለማ መገርሳን ያገለለ ፓረቲ አይደለም ኢትዮፒያን ሊያስተደድር ቀበሌን ባያስብ ነዉ የሚሸለዉ፡፡,0
ሁሌ ተስፋ ብቻ,0
"😂😂😂😂 ኣይዞን ብሮ የመቐለ ትግርኛ ነው።
እኔ ኣለማምድሃለው",1
ሪፖርት | ሀዲያ ሆሳዕና የዓመቱን የመጀመርያ ድል አሳክቷል,1
የወለጋን ህዝብ ኢትዮጵያዊነቱን ባትቀበሉም ሰው ነው። ግደያ እና አፈና ይቁም።,1
ይሄንን ቂጡን ገልቦ 150 ግዜ መግረፍ ያኔ ይለቀዋል። እብድ,0
ነን: ተምረውት እንጂ: ሌላ አይደለም: እውነት ህዝቡ ላይ ያለው ስሜት ቢሆን ተሰደው አይመጡም: ሲቀጥ እንዲህ አይነት ፖለቲካ ሀገር የሚያሳጣ እንጂ አምስት ሳንቲም አጨምሩም!,0
"✔እውነት ያሸንፋል…!
ምንም እንኳ ብዙ ተስፋ አስቆራጭ ነገር ብናይም ተስፋችን ይለመልማል እንጂ አይከስምም! ምክንያቱም ፍልሚያው በሰዎች መካከል ሳይሆን በእውነትና በውሸት ነው…",1
ጥሩ እየሰፋህ ነው በርታልን።,1
: ጓደኛዬ ጠቅላይ ሚንስትር ዐቢይ አሕመድ የኖቤል የሰላም ሽልማትን በማሸነፉ የተሰማኝን ደስታና ጥልቅ ስሜት ለመግለፅ እወዳለሁ፡፡ ጠቅላይ ሚንስትሩ ለቀጠናው ላመጣው ሰላምና ተስፋ ሽልማቱ…,1
"ፍላጎታችንኮ ገደብ አጣ 
ለእግዜርም አልተመቸን",0
": ደራ 
በደራ ያሉ አማራዎች መሥርያ ወደላይ እየተኮሱ ከጋ** ጋር ጦርነት ነው ምንፈልገው እያለ እየሸለሉ እየፎከሮ  ኦሮሞውን መውጫ መግብያ እያሳጡት ነው   የኦሮሞ ህዝብ በሁሉም አቅጣጫ ጦርነት…",0
እንዳንተ ያሉ በጋዜጠኛ ስም የሚሸረሙጡ ሴሌክቲቭ አታካቸውን ስንመለከት ለአገርና ሳይሆን ለጥቅም አሽከርነት የቆማቹ ህሊናቢስ እንደሆናቹ እንረዳለን:: እዚያዉ ካምፕሽ ውስጥ ጀዌር ጸጋዬ አርአርሳ ገቢሳና ግሙን ጉተማ ተናግረሽ ታውቂያለሽ? አስመሳይ,0
አይዞኝ ያልፋል ጠንካራ ሁን😌,1
"የኢራን ሁለተኛው ከፍተኛ ባለስልጣን በአሜሪካ ተገደሉ!

የአል- ቁድስ ልዩ ሀይል ዋና አዛዥ የነበሩት ቃሲም ሱሌማኒ ከጥቂት ሰአታት በፊት በአሜሪካ በተወሰደ የአየር ድብደባ የተገደሉት ኢራቅ፣ ባግዳድ በሚገኘው አየር ማረፍያ እንደሆነ AP ዘግቧል።",0
የአንድ ሀገር ጠንካራ ብሔራዊ ቡድን መሰረቱ  ጠንካራ ክለቦች ናቸው ። ከእግር ኳስ ክለቦቻችን አንዱ የሆነውን ፋሲል ከነማን በመርዳት ለጠንካራ ብሔራዊ ቡድን መሰረት እንጣል!,1
ጌታው ብልፅግና እንግዲህ ወደ ብልግና እየተቀየረ ለመሆኑ ይሄው ነው,0
"የኢቲሳ እንበሳ ፣የወንጌል ገበሬ፣ሐዋርያው መነኩሴ  ጻድቁ አቡነ ተክለ ሃይማኖት በረከት ረድኤታቸው በምናምነው ላይ ይደርብን! 
      አሜን!",1
እስክንድር መልካም የልደት በአል ይሁንልህ,1
እግዚአብሔር ይባርከው,1
ወሎ ክልል ቢሆን ጥሩ ነው 👍,1
"የዶ/ር ዐብይ የመጀመሪያ ፓርላመማ ቃለ መሃላ ላይ የተናገረው ""አንድነት ማለት አንድ አይነትነት እንዳልሆነ ገልፀውልናል"" ተቃርኖ የተፈጥሮ ሕግ እና የሀይል ምንጭ ነው። ለምሳሌ ሰው የተፈጠረው በሁለት ተቃራኒ ፆታ ነው።",1
መደመር ለኢትዮጰያ እድገት,1
ሥቃይ ፣ ብቸኛው ማብቂያ የሌለው የባዶነት ስሜት ብቻ ለንስሐ ጊዜው ተጠናቅቋል ፣ ምክንያቱም የእርስዎ ኃጢአት በክፉ አይነትዎ ከማንኛውም ተልእኮ ይበልጣል መጨረሻው ቀርቧል ፣ የኃጢያት መርከቦች ይረሳሉ,0
ድንቅ አባባል። አመስግናለሁ።,1
እንደው ምን ላርግህ !!! ሀገራችን አንተ ስላለህላት እደለኛ ነን ፡፡ የገባቸዉ አሁን ያደንቁሃል ፡፡,1
"አንተ ቆሻሻ! 86 ሰው ሲያልቅ የት አባህ ነበርክ?
እሁን በብርሃን ፍጥነት ታወግዛለህ::
ቆሻሻ",0
በአዲስ አበባ ከተማ እና በደቡብ ክልል የእምነቱ ተከታዮች በግዢ፣ በስጦታ እና በምሪት ባገኟቸው የመገልገያ ቦታዎች «የይዞታ ማካለል እና የግንባታ ፈቃድ የመስጠት ችግር» መከሰቱን የኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ምክር ቤት ገልጿል።4/6,0
"በዚህ የማስመሰል ዘመን የተቸረን እውነተኛ ዶክተር!!!
አበሳጩ ነገር 
ዶ/ር ደረጀ በተጣራበት እነ አንተና ዶክተር ሲባሉ, ወይ ጊዜ ያሰኘኛል!!!",0
"ወደ ግማሜዝ እሄዳለሁ
 የሚሽከረከሩ ማሽኖች
 እንድትኮርጁ እናደርጋለን
 De ችግር x2
 በጓደኞቼ በኩል ለመያዝ አስቸጋሪ
 Hg X2 ነኝ
 ችግር
 ወደ ግማሜዝ እሄዳለሁ
 Secret_Santa2019بالعربي",0
በጣም! በየቦታው ብትሄድ ከተማዋን የሞላው የኛ ያልሆነ ነገር ነዉ።  ብቻ የሚዲያ ሰዎች ተሽለዉ መገኘት ሲገባቸዉ ነገሩን ማራገባቸዉ ደስ አይልም።,0
የኢትዮጵያ ኤሌክትሪክ አገልግሎት በመጪው የገና በዓል ሊከሰት የሚችለውን የኃይል መቆራረጥና መዋዠቅን ለመቀነስና ሲከሰትም አፋጣኝ ምላሽ ለመስጠት የሚያስችል ዝግጅት በማድረግ ላይ ይገኛል፡፡,1
😂 ከኃላ የሚቀረው ፈሪ ነው ይልቅ ዝም ብለህ ተቀላቀል,1
"የሰሞኑ የፖለቲካ ፓርትዎች ጥምረት በመልካም ጎኑ ሊታይ ይገባናል!
 እኞም ብዙ የአማራጭ አሳቦች ስለሚቀርብል የምርጫ ክርክሩን በትግስት ልንጠብቅ ይገባል።
ከሁሉም በላይ በሰላማችን መደራደር የለብንም።",1
ሁሌም ልክ ነኝ :-),0
"ታህሳስ 29፣2012

በርካታ ወጣቶች የተለያዩ የሳይንስና የፈጠራ ውጤቶችን እያበረከቱ ነው፡፡ 

ከወዳደቁ እቃዎች የ3ዲ ህትመት ማሽንና የቴሌስኮፕ መሳሪያ ያዘጋጁ ወጣት የፈጠራ ባለሙያዎች

ቴዎድሮስ ብርሃኑ
ShegerWerewoch Ethiopia",1
አሄ...እና አሁን በግለሰብ ደረጃ ሀገር እና የሀገር ሕዝብ በሞላ ጥላቻ? ስለኤርትራ እና ኢትዮጵያ መተጣጣት ምክንያት ባነሳኸው እስማማለሁ:: ስለባሕር ወደብ ጉዳይ ግን ቻይና እስከ አውስትራሊያ የሚደርሰውን ባህር የኔ ነው ማለቷን ሰምተሃል?,1
ኦሮሞ አባ ባህሬን አንብቦ አይደለም ገዳን ያቆየው። በአምስት ክፍለዘመን በአንድ አባ ባህሬ መኩራት ያሳፍራል። ከኦሮሞ ኖራችሁ ኦሮሞን በቅጡ ለማወቅ ባለመፈለጋችሁ ኢትዮጵያ የሆነችውን ሆነች። ይኸው አንተም ሌንንን ማማት ሆነ ስራህ።,0
ችግሩን ከመሰረቱ መፍታቱ ነው የሚያዋጣም ማለባበሱ አይጠቅምም።,1
ከኢዜማም ጋር ተዋሀዱ አንድነት ሀይል ነው። በፖሊሲ መፋጨት የስልጣኔ ምልክት ነው። ዘረኞች ዘራቸው ብን ይበል።,1
ኧረ ተይ አታነካኪኝ ኮሪደር ላይ ወጥተን የምናወራበትን ኔትወርክ እንዳታዘጊብን 😀,0
ማነን: ስንት በርሀብ እየሞተ ባለባት ሀገር ስለ ጦርነት የምናወራው: እስቲ አንተ አገርህ ላይ በሰላም መኖራችን ሳናቅ ማስፈታት የምንለው ለምንድነው: ኢሳያስ እዚህ መምጣቱ አይቀርም ማጅራቱን እንለዋለን ከፈልክ 😆,0
“የተወሰኑ ሰዎች በፈጠራ ወሬ አገር ሲያተራምሱ ዝም ማለት ተገቢ አይደለም” ኡስታዝ አህመዲን ጀበል የሙስሊም መፍትሄ አፈላላጊ ኮሚቴ የህዝብ ግንኙነት ኃላፊ) -  -,0
"የትምህርት እድል ለማግኘት ብዙ ውጣ ውረዶችንና ዕለታዊ የኑሮ ፈተናን ለማሸነፍ የሚታገሉትን ለማገዝ የቻልነውን ያህል ሰጥተን እንርዳ…ይሄ ፅሁፍ ለምን የGoFundMe አካውንቱን እንደከፈትኩ ሰፊ ማብራሪያ የሚሰጥ ነው...👇
 Ethiopia",1
ጠንካራ ፓርቲ የመሰረታችሁ እያስመሰላችሁ ህዝቡን አታዘናጉ። ሁሉን ነገር በአንዴ እናሳካለን የሚል ቀቢፀ ተስፋችሁን ተው እና ወደ ህብረብሄር ፓርቲ ተዋህዳችሁ ለኢዜማ እና ብልፅግና ተገዳዳሪ  ፓርቲ ፍጠሩ!!!,0
ታህሳስ 22፣2012/  ወደ ሐገር ውስጥ የገባን ነዳጅ ስርጭት የሚቆጣጠር በጠቅላይ ሚኒስትሩ የሚመራ ኮሚቴ መቋቋሙ ተሰማ,1
እኔ ሞቻለሁ 😂😂😂😂😂😂😂😂😂😂😂😂 ጌታ ሆይ ኧረ ና!,0
ከኢዜማ የተሻለ ፖሊሲ ያለው የለም ስትል ከኢትዮጵያ የተሻለ ህገመንስት ያለው ሐገር የለም ሲሉ የነበሩትን የወያኔ ካድሬዎች ነው የምታስታውሰኝ,0
ለለውጥ_ለዕድገት _ ለሥራ _ያለህ ፍላጎት _ከተግባር ጋ ነው በሚገረም _ሁኔታ _ብዙ ነገሮችን  እየቀየርክ _ነው ደስ ይላል በርታ እንደግፍሀለን _ከንቲባችን የለወጥ _ሰው 😍,1
መቀበር  ብቻ ሳይሆን ከእምዬ ኢትዮጵያ አፈር ቆሻሻቸው መወገድ አለበት,0
የተከበሩ ጠቅላይ ሚንስትር። ዳያስፖራውን ማየት መልካም ነው። ተማሪዎች በሽብርተኞች ታግተው ግን ምነው ዝም አሉሳ?,1
በሀያሉ ፈጣሪ እጅ ብቻ ነው,1
ፍቅር እንዲህ ነው።,1
እኔ ደግሞ የባርሳን አንተም ከነትርጉሙ እችለዋለው። እንቁልልጭ!  😎,0
መጪው አዲስ ዓመት መደማመጥ የሚቻልበት፤ተቃውሞን ምክንያት አንተርሶ የሚቀርብበት፤አንድን ነገር የሚያውቅ ሰው ሲናገር የምንሰማበት፤የምናነብበት የምናስተውልበት ያድርግልን።ኢትዮጵያ ለዘለአለም ትኑር!,1
ታህሳስ 23፣ 2012/ የተሽከርካሪ መለያ ሰሌዳ እጥረት አለ በሚል ተገቢ ያልሆነ ክፍያ የሚጠይቁ ህገ-ወጦች ጉዳይ,0
ቅዠት የሚባል የለም።። ተግባር(reality) እና ቅዠት  ለይተህ አታውቅም ማለት ነው. ወይም በጣም ታንቀላፋለህ.,0
"የለማ መገርሳ ነገር ግራ የሚያጋባና ድርጂታዊ አካሄድን ያልተከተለ መሆኑ ከጀርባ ያለውን ለማዎቅ ያጋጋል በትንሺም ቢሆን የፌደራሊስቶችን ቀልብ ገዝቷል 
ለማንኛውም ሁሉንም በትገስትና ጥበብ ማየት ነው
ድል ለኢትዮጵያ ቅን አሳቢዎች",0
"""ኦቦ ለማን ገፍተን ፅንፈኛ ያደረግነው እኛው ነን"" 
ኢትዮ ዊኪሊክሶች 🙂 

እቺ ትንታኔ አሁንም ፈገግ እንዳሰኘችኝ አለች 😝",0
አየር ላይ ተንሳፈዋል እኮ:: በትምህርት ቤቶች ውስጥ የተሰገሰጉትን የማይመረቁ ቦዘኔ ቄሮዎችን: የኦነግ/የህዋሃት አቀንቃኞችን እና የሃይማኖት አክራሪዎችን ለምንድነው መንጥረው ማያባሯቸው?,0
ፍተሰአ to mean ፍቅር፣ ተስፋ፣ ሰላም እና አንድነት,1
"ዳጊዬ የኔን ጀግና ብዙ እንደምትሠሪ ለረጅም ጊዜ ከነበረን ግንኙነት ተረድቻለሁ። በርቺልን። የትራንስፖርቱ ዘርፍ ውስብስብ ችግሮች ያሉበት በመሆኑ ሥራችሁ በፈተና የታጀበ ነው።
 የትራፊክን አደጋ ለመቀነስ ግን መንጃ ፈቃድ በልምድና በዕድሜ ቢቀነብ",1
"መርዝ መጀመሪያ የሚጎዳው የተቀመጠበትን እቃ ነው ጥላቻ እና ክፋትም እንዲሁ በእኛ ውስጥ ባደረ ቁጥር ቀድመን የምንጎዳው እኛው ነን። 
እስኪ ላሳዘኑን ሰዎች ሳይቀር እስኪ በጎ እንሁን  ያኔ ደስተኛ ከመሆን ጋይ እንታረቃለን።",1
የሞጣውን የመስጊዶች ቃጠሎ አዘጋገብ ሲታከልበት ደግሞ ፍጹም ስነ ስርአት የጎደለው ሆኖ በግልጽ ይታያል። አሁን እየሰሩ ያሉትን ስህተት ላለመስራት ሙያ ሳይሆን ጨዋነት ብቻ ይበቃው ነበር።,0
ፀባይ ከ200 ብር ባነሰ ገበያ ላይ ያገኛሉ ብሎ ማሰሽ ከባድ ነው 😂😂,0
እስኪ እንደዛ የተናገሩበትን ቪዲዮ አጋራን። የሚገርም እኮ ነው,1
"የመኪናዎችን ዋጋ አይቀመሴ የሚያደርገዉ ኤክሳይስ ታክስ

👉",0
"በለው !
ታድያ  በኢትዮጵያ ሰላም ኣለ የተባለው  የት ኣለ?::",0
ጥሩ ሃሳብ ነው,1
"በጣም የሚያስደንቁ ነገሥታት
ሁላችንም ትልቅ ቤተሰብ መሆናችንን እና የእግዚአብሔር ልጅ በመካከላችን የሚኖር መሆኑን ለማስታወስ ዛሬ ልዩ ምሽት ነው።",1
ሰብሰብ አርገህ መውቀጥ ነው ያኔ ግፋ ቢል ወያኔ ብትባል ኖ 😜,0
: ካሰብኩት ይልቅ እያደረክልኛ ያለው ይበልጣል አመሰግንሃለሁ,1
: ዐቢይ ስምምነቱ ከተፈረመ በኋላ ዐቢይ «ብዙዎች ብልፅግናን የሚቃወሙት እና የሚጠሉት በግልፅ ቋንቋ ሌብነት ጥዩፍ ነው። የማይሰራ፣ የማይተጋ ሰነፍ ከእኛ ጋር መቀጠል አይችልም» የሚል አቋም በመያዙ…,1
መልካም አዲስ አመት!🇪🇹,1
"በኖቭል ኮሮና ቫይረስ የተጠረጠሩት 4 ሰዎች ከቫይረስ ነፃ መሆናቸው ተረጋገጠ

ሀዋሳ፡ ጥር 21/2012 ዓ.ም (ደሬቴድ) በኖቭል ኮሮና ቫይረስ የተጠረጠሩት 4 ሰዎች ከቫይረስ ነፃ መሆናቸው የተረጋገጠ መሆኑን የጤና ሚኒስቴር አስታወቀ፡፡",1
እግዚአብሔር ይህን የዋህ እንግዳ ተቀባይ ፣ ሰው አክባሪ የኢትዮጵያ ህዝብ ከተማሩ ማሀይሞች ርካሽ ፖለቲካ አላቀው። 💚💛❤ ሰላሙን ያምጣልን።,1
ዠልጥ🤣 🤣🤣 ገገማ,0
ልደቱ የኢትዮጵያን ፖለቲካ ጥንቅቅ አድርጎ የሚያዉቅ እዉነተኛ ሰዉ ስለሆነ ነዋ!!!,1
በጣም ጥሩ ነው።በተጨማሪም ለምን ከክልሉ ውጭ ያለውን የክልሉ ተወላጅ እና ደጋፊ መያዝ ቢቻል ጥሩ ነው።,1
አንተ ላይ ኧረ በፍፁም 😁,0
"""በሀሳብ መሸናነፍን በሰላማዊ መንገድ መቀበል የስልጣኔ መገለጫ ነው-የኃይማኖት መሪዎች""",1
"እስከ ድል ይቀጥላል!!
ድል ለዴሞክረሲና ለአዲስ አበቤ!!",1
"ሸዋ አማራ መራቤቴ!!!

ብአዴን/አዴፓ/ፒፒ የአማራን ህዝብ የመምራትና የመወከል ታሪካዊም ሆነ ህጋዊ መሰረት የለውም!!!",0
ውጭ ለስልጠና ባገኘው እድል ተምሮ መጥቶ ነው,1
የተመሠከረላት ጀግና ነች  .. እንኳን ያንቺ አይነቷን ዱቄት ስንቷን አንጰርጵራለች,0
ወይ ጊዜ ሲጥል .... እንደዚ ድክርት ፍዝዝ  ድንዝዝ..... የሰው ደም እንባ ላብ ሲፈርድ .... ገና መቼ ..,0
"የተረጋገጠ ዜና።
በምእራብ ወለጋ ሸምቆ ከነበረው የሸኔ/ኦነግ ተዋጊ 1478 ያህሉ መሳሪያውን ፈቶ እጁን ሰጥቷል።
በአሁኑ ሰአት ጫካ የቀሩት ጥቂት ቁጥር ያላቸው ናቸው።

የሚያዋጣውም ይኸው ነው።",1
አመሰግናለሁ ለላካፈልከኝ እውቀት።እውነት ካለዛሬ አልሰማሁትም።,1
"በአላህ ስም እጠይቃችሁለው
ከዛሬዋ ቀን በኋላ ዘመድኩንን ጨምሮ ሌሎችም ዘገምተኞች የፃፉትን እንዲሄ አሉ እያላችሁ አትፃፉልን 
ከነርሱ ፖስት ስር አስተያየት መስጠታችሁ ይበቃል።",0
"መልካ_እረኛ_በጎቹን_ያበለፅጋል_እንጂ_በበጎቹ_አይበለፅግም!!!!
 👉ብፁዕ አባታችን አቡነ ይስሐቅ በረከትዎ ይድረሰን",1
ሪፖርት| ወልቂጤ ከተማ እና ቅዱስ ጊዮርጊስ ነጥብ ተጋርተዋል,1
ይህ ቦታ ከተማ ወጣ ብሎ በአዲስ አበባና በኦሮሚያ ድንበር ላይ ያለ ሲሆን የመልክአ ምድር አቀማመጡ መንፈስን ያድሳል። ይሄን ቦታ ያላያቹ ክርስቲያኖች ቦታውን በማየት የበረከቱ ተካፋይ ትሆኑ ዘንድ ጋበዝኳችሁ።,1
ኧረ እነሱ እንኳን በጥምረታቸው ይቀጥሉበት ተዋቸው,1
የሃገር ካንሰሮች ፥ ልመና ስርቆት ባህል ያደረጋችሁ ዘራፊዎች ፥ የድንቁርና ኣራማዎች! ይሰማል!,0
"እናታችን ጽዮን ይድረስሽ ምስጋና
 (ማኅበረ ቅዱሳን መዝ. ቁ.5)  via",1
ትክክል ነህ እኮ አንተ👌,1
ይህ የተሳሳተ አመለካከት ነው፡፡,0
የደቡብ ኦሞ ሰው ነው በአካባቢው ማህበረሰብ ሚንጊ የሚባል ህፃናት የመግደል ባህል ለማስቀረት የሚጥር እናም የተሳካለት angel ነው,1
🤗🙌🏽🙏🏽🙇‍♀️ ጌታ ሆይ ጠብቅልኝ 🙈🤣,1
"ሞጣ ላይ  ክርስቲያኑ ሱቁን ከፍቶ ሰራውን እየሰራ ሙስሊሙ አንገቱን ደፍቶ እያለቀሰ ይገኛል!!

እንደዚህ አይነት አሳፋሪ ጎረቤት ጋር መኖር ልብን ያደማል!!",0
"በርታ አብዛኛው የአዲስአበባ  ነዋሪ ካንተ ጋር ነን እስከመጨረሻው ሰዓት ድረስ!!!✊🏾✊🏾✊🏾
ድል ለዲሞክራሲ ✊🏾✊🏾✊🏾💚💛❤️",1
ወሎ ዩኒቨርሲቲ የመማር ማስተማር ስራውን አውከዋል ባላቸው 335 ተማሪዎች፣የአስተዳደር ሰራተኞችና መምህር ላይ እርምጃ መውሰዱን አስታወቀ።,1
ደደብ ተማሪ እንደነበርክ ታስታውቃለህ... እውነት/ሀሰት ከተባልክማ your little brainless head would go nuts! ትዕቢት የት እንደሚያደርሳችሁ እናያለን! ቆለጥless መሃይም!,0
ጥሩ ሰው እኮ ነህ ቅዳሜ ቅዳሜ ከሁለት ቴኪላ በኋላ 😂,1
ይሄ እኩይ ሰው መልዕክት አስተላልፎአል። ስለዚህ አማራ ክልል ባሉ ከፍተኛ የትምህርት ተቋማት ወይንም በሌሎች የኦሮሚያ ከተሞች በአብን የተጠነሰሰ ሴራ እንጠብቃለን,0
ታህሳስ 24፣ 2012/ ቋሚ ኮሚቴዎች በረቂቅ ህጎች ላይ የህዝብ አስተያየት ለመሰብሰብ ተደጋጋሚ ጥሪ ቢያደርጉም አስተያየት የሚሰጡ ሰዎች አልተገኙም,0
ለአብይ የኦሮሞ ሞት ምኑም ነው ፣ ይሄ ምስል ሰሞኑን ወለጋ ላይ እይተካይድ ያለው ነገር ነው,0
ኤፍሬም እና አስቴር አወቀ ከብዙዎቹ አዝማሪዎች የተሻሉና የበሰሉ መሆናቸውን የሚነግሩህ በዝምታቸው ነው።  ረጅም እድሜ ለአንተ ኤፊ!,1
ክቡር ዶ/ር ለማ ማጋርሳ በኦሮሞ ትግል ውስጥ ስታወስ,1
ሀጫሉ የጊዜዉ እያሱ በርሄ ሆኗል አሉ,0
: የቤኒሻንጉል ጉሙዝ ባለሥልጣን ከአሶሳ ወደ ነቀምት ሲጓዙ በታጣቂዎች መገደላቸውን ክልሉ ዐስታወቀ። አቶ አብዱላሂ ሶጃር በተገደሉበት ጥቃት ሁለት ሰዎች የቆሰሉ ሲሆን ክልሉ «የሸኔ ታጣቂዎችን» ተጠ…,0
ባሎች ሆይ ፦ሚስቶቻችሁን ሰርፕራይዝ ማድረግ ከኔ ተማሩ።,1
እንደ አንተ አይነት ደደብና ጠባብ አይቸ አላቅም,0
2)ብናሥተምር ብዙው ሠው የናቅነው ጥቃቅን ስተት ካልሰራ መንግሥት እና ጥቂቶች የተካኑ የሕዝብ ክፍል የሚፈጦሩትን እና ቀደም የተፈጠረውን ሥራ በመሥራት በረከት እና ብልፅግና መድረሥ ይቻላል ስው መግደል ጥቂት ሰው የሚፈፅመው ክፍ ስራ ነው ነገር ግን,1
"ውይ ለኛ አሰብክልን😂😂 እባክህ ሌላውን የምር ስቃይ ላይ ያለውን ኢትዩጵያዊ ታደግ, የምር ካዘንክ ማለቴ ነው!!",0
የተግባር ሰው ሃይላችን ።,1
ይልቅ ለሶስተኛው የአለም ጦርነት እራስሽን አዘጋጅ አልሰማሁም እንዳትይ,0
: በአንድ ቀን 100ሺ ዶላር ተስበስቧ ግቡ ወደ 200ሺ አድጔል ምስጋና ለተዋህዶ ልጆች እኛ ከተባበርን እንኳን የተዋዶን እንባ የአገራችንን የኢትዮጵያን እንባ እንብሳለን እንበርታ ያቃጠሉብንን…,1
"ኢትዮጵያ ውስጥ ሆናችሁ Happy new year የምትሉ ሰዎች ሰፈራችሁ ስኖው ይዘንባል እንዴ?
😂😂",0
ቅድም እኮ ከጨዋታ በፊት ተውኝ ብላ ልታለቅስ ነበር,0
"ራሳቸው የሚሠሩት ሕጋዊ ሌላው የሚያደርገው ሕገወጥ
ጥር ሁለት ማፍረስ እንጀምራለን ብለዋል አይደል?",0
በአክራሪ አብን አባላት የተጠለፈው 'ማህበር' ይህን መግለጫ ለማውጣት ሞራል የለውም ።,0
: ኅዳር 21-አክሱም ጽዮን የእመቤታችን ጽላት የገባችበት ዓመታዊ ታላቅ በዓል ነው በዚህች ዕለት ታቦተ ጽዮን ከነበረችበት ድንኳን ወጥታ ማንም ካህን ሳይሸከማት በተአምራት አብርሃና አጽብሓ ወዳሠሩላት ቤ…,1
መንግሰት  በሌለበት ሀገር ፍርድ ይገኛል እንዴ,0
"ጉዞ አብቹን ይዞ 🚣
አብቹ በውጪ ለምኖሩ ኢትዮጵያዊያን የፈረንጆች አዲስ አመትን አስመልክቶ እንኳን አደረሳችሁ መልዕክት አስተላለፉል።",1
": ለበኒያ 
ድሮ ልጆች ሆነን በጣም የምንወደው እና ከተለመደው ጀላቲ በዋጋም በጣእምም የላቀ ነበር:: በአብዛኛው ጊዜ ወይ ለአመትባል አሊያም እንግዳ መጥቶ ብር ከሰጠን ነበር ገዝተን የምንበላው:…",1
